Player,Age,Tm,MP,TRB,AST,STL,BLK,PS/G,PER,TS%,USG%,Year,box,W/L%,playoffs,Share,got_votes,gp_pct
Kendall Gill,35,CHI,25.2,3.4,1.6,1.2,0.3,9.6,11.1,0.44299999999999995,21.9,2004,6.5,0.28,0,0.0,0,0.6829268292682927
Steve Francis,26,HOU,40.4,5.5,6.2,1.8,0.4,16.6,15.8,0.501,24.0,2004,13.9,0.5489999999999999,1,0.0,0,0.9634146341463414
Caron Butler,23,MIA,29.9,4.8,1.9,1.1,0.2,9.2,10.7,0.44,18.5,2004,7.999999999999999,0.512,1,0.0,0,0.8292682926829268
T.J. Ford,20,MIL,26.8,3.2,6.5,1.1,0.1,7.1,12.1,0.44299999999999995,17.9,2004,10.899999999999999,0.5,1,0.0,0,0.6707317073170732
Vince Carter,27,TOR,38.2,4.8,4.8,1.2,0.9,22.5,20.0,0.501,32.5,2004,11.7,0.402,0,0.0,0,0.8902439024390244
Kelvin Cato,29,HOU,25.3,6.8,1.0,0.8,1.4,6.1,13.2,0.495,13.9,2004,10.0,0.5489999999999999,1,0.0,0,0.8414634146341463
Calbert Cheaney,32,GSW,26.2,3.3,1.7,0.8,0.2,7.6,10.6,0.493,15.5,2004,6.0,0.451,0,0.0,0,0.9634146341463414
Doug Christie,33,SAC,33.9,4.0,4.2,1.8,0.5,10.1,14.0,0.544,14.9,2004,10.5,0.6709999999999999,1,0.0,0,1.0
Speedy Claxton,25,GSW,26.6,2.6,4.5,1.6,0.2,10.6,17.3,0.509,20.9,2004,8.899999999999999,0.451,0,0.0,0,0.7317073170731707
Jason Collier,26,ATL,27.3,5.6,0.9,0.6,0.6,11.3,14.6,0.5579999999999999,19.5,2004,7.699999999999999,0.341,0,0.0,0,0.24390243902439024
Jason Collins,25,NJN,28.5,5.1,2.0,0.9,0.7,5.9,10.0,0.49700000000000005,11.9,2004,8.7,0.573,1,0.0,0,0.9512195121951219
Jamal Crawford,23,CHI,35.1,3.5,5.1,1.4,0.4,17.3,15.9,0.486,25.7,2004,10.4,0.28,0,0.0,0,0.975609756097561
Eddy Curry,21,CHI,29.5,6.2,0.9,0.3,1.1,14.7,14.8,0.5379999999999999,24.3,2004,8.5,0.28,0,0.0,0,0.8902439024390244
Samuel Dalembert,22,PHI,26.8,7.6,0.3,0.5,2.3,8.0,16.1,0.5660000000000001,14.1,2004,10.7,0.402,0,0.0,0,1.0
Erick Dampier,28,GSW,32.5,12.0,0.8,0.4,1.9,12.3,20.1,0.573,17.8,2004,15.100000000000001,0.451,0,0.0,0,0.9024390243902439
Boris Diaw,21,ATL,25.3,4.5,2.4,0.8,0.5,4.5,8.8,0.483,11.4,2004,8.2,0.341,0,0.0,0,0.926829268292683
Vlade Divac,35,SAC,28.6,5.7,5.3,0.7,1.0,9.9,16.3,0.511,18.6,2004,12.7,0.6709999999999999,1,0.0,0,0.9878048780487805
Mike Dunleavy,23,GSW,31.1,5.9,2.9,0.9,0.2,11.7,15.1,0.547,18.6,2004,9.9,0.451,0,0.0,0,0.9146341463414634
Michael Finley,30,DAL,38.6,4.5,2.9,1.2,0.5,18.6,17.8,0.539,20.9,2004,9.1,0.634,1,0.0,0,0.8780487804878049
Jim Jackson,33,HOU,39.0,6.1,2.8,1.1,0.3,12.9,12.2,0.54,17.3,2004,10.299999999999999,0.5489999999999999,1,0.0,0,0.975609756097561
Marc Jackson,29,PHI,27.2,5.7,0.8,0.5,0.3,9.4,13.2,0.498,18.1,2004,7.3,0.402,0,0.0,0,0.2682926829268293
Stephen Jackson,25,ATL,36.8,4.6,3.1,1.8,0.3,18.1,16.1,0.521,25.0,2004,9.8,0.341,0,0.0,0,0.975609756097561
Antawn Jamison,27,DAL,29.0,6.3,0.9,1.0,0.4,14.8,21.2,0.581,20.7,2004,8.6,0.634,1,0.0,0,1.0
Brad Miller,27,SAC,36.4,10.3,4.3,0.9,1.2,14.1,19.4,0.579,17.6,2004,16.700000000000003,0.6709999999999999,1,0.0,0,0.8780487804878049
Mike Miller,23,MEM,27.2,3.3,3.6,0.9,0.2,11.1,14.9,0.532,20.0,2004,8.0,0.61,1,0.0,0,0.7926829268292683
Reggie Miller,38,IND,28.2,2.4,3.1,0.8,0.1,10.0,16.1,0.6,15.4,2004,6.3999999999999995,0.7440000000000001,1,0.0,0,0.975609756097561
Cuttino Mobley,28,HOU,40.4,4.5,3.2,1.3,0.4,15.8,14.1,0.535,20.1,2004,9.4,0.5489999999999999,1,0.0,0,0.975609756097561
Steve Nash,29,DAL,33.5,3.0,8.8,0.9,0.1,14.5,20.5,0.59,19.5,2004,12.8,0.634,1,0.0,0,0.9512195121951219
Rasho Nesterovic,27,SAS,28.7,7.7,1.4,0.6,2.0,8.7,15.3,0.473,16.8,2004,11.7,0.695,1,0.0,0,1.0
Lamar Odom,24,MIA,37.5,9.7,4.1,1.1,0.9,17.1,18.5,0.516,24.5,2004,15.799999999999999,0.512,1,0.0,0,0.975609756097561
Greg Ostertag,30,UTA,27.6,7.4,1.6,0.4,1.8,6.8,14.3,0.506,13.4,2004,11.200000000000001,0.512,0,0.0,0,0.9512195121951219
Tony Parker,21,SAS,34.4,3.2,5.5,0.8,0.1,14.7,15.7,0.516,22.3,2004,9.6,0.695,1,0.0,0,0.9146341463414634
Gary Payton,35,LAL,34.5,4.2,5.5,1.2,0.2,14.6,17.3,0.528,20.4,2004,11.099999999999998,0.6829999999999999,1,0.0,0,1.0
Morris Peterson,26,TOR,26.2,3.2,1.4,1.1,0.2,8.3,12.1,0.539,15.7,2004,5.8999999999999995,0.402,0,0.0,0,1.0
Paul Pierce,26,BOS,38.7,6.5,5.1,1.6,0.7,23.0,19.4,0.517,30.5,2004,13.899999999999999,0.439,1,0.0,0,0.975609756097561
James Posey,27,MEM,29.9,4.9,1.5,1.7,0.5,13.7,18.8,0.614,18.9,2004,8.6,0.61,1,0.0,0,1.0
Tayshaun Prince,23,DET,32.9,4.8,2.3,0.8,0.8,10.3,13.3,0.536,15.6,2004,8.7,0.659,1,0.0,0,1.0
Vladimir Radmanovic,23,SEA,30.1,5.3,1.8,1.0,0.5,12.0,15.1,0.5329999999999999,19.5,2004,8.6,0.451,0,0.0,0,0.9390243902439024
Andre Miller,27,DEN,34.6,4.5,6.1,1.7,0.3,14.8,18.8,0.541,20.7,2004,12.6,0.524,1,0.0,0,1.0
Aaron McKie,31,PHI,28.2,3.4,2.6,1.1,0.3,9.2,13.9,0.55,16.2,2004,7.3999999999999995,0.402,0,0.0,0,0.9146341463414634
Tracy McGrady,24,ORL,39.9,6.0,5.5,1.4,0.6,28.0,25.3,0.526,33.2,2004,13.5,0.256,0,0.0,0,0.8170731707317073
Rashard Lewis,24,SEA,36.6,6.5,2.2,1.2,0.7,17.8,17.5,0.527,23.4,2004,10.599999999999998,0.451,0,0.0,0,0.975609756097561
Marko Jaric,25,LAC,30.3,3.0,4.8,1.6,0.3,8.5,12.6,0.475,16.0,2004,9.700000000000001,0.341,0,0.0,0,0.7073170731707317
Richard Jefferson,23,NJN,38.2,5.7,3.8,1.1,0.3,18.5,18.1,0.573,22.8,2004,10.9,0.573,1,0.0,0,1.0
Joe Johnson,22,PHO,40.6,4.7,4.4,1.1,0.3,16.7,13.9,0.491,21.6,2004,10.500000000000002,0.354,0,0.0,0,1.0
Eddie Jones,32,MIA,37.0,3.8,3.2,1.1,0.4,17.3,16.7,0.5379999999999999,22.5,2004,8.5,0.512,1,0.0,0,0.9878048780487805
Kerry Kittles,29,NJN,34.7,4.0,2.5,1.5,0.5,13.1,14.7,0.526,18.4,2004,8.5,0.573,1,0.0,0,1.0
Voshon Lenard,30,DEN,30.6,2.7,2.1,0.8,0.2,14.2,13.5,0.512,21.9,2004,5.800000000000001,0.524,1,0.0,0,0.8902439024390244
Tyronn Lue,26,ORL,30.7,2.5,4.2,0.8,0.1,10.5,12.6,0.518,17.4,2004,7.6,0.256,0,0.0,0,0.926829268292683
Desmond Mason,26,MIL,30.9,4.4,1.9,0.7,0.3,14.4,15.7,0.552,21.8,2004,7.300000000000001,0.5,1,0.0,0,1.0
Corey Maggette,24,LAC,36.0,5.9,3.1,0.9,0.2,20.7,20.1,0.586,25.2,2004,10.1,0.341,0,0.0,0,0.8902439024390244
Jamaal Magloire,25,NOH,33.9,10.3,1.0,0.5,1.2,13.6,16.5,0.551,20.0,2004,13.0,0.5,1,0.0,0,1.0
Karl Malone,40,LAL,32.7,8.7,3.9,1.2,0.5,13.2,17.8,0.555,19.7,2004,14.299999999999999,0.6829999999999999,1,0.0,0,0.5121951219512195
Shawn Marion,25,PHO,40.7,9.3,2.7,2.1,1.3,19.0,19.9,0.513,22.7,2004,15.4,0.354,0,0.0,0,0.9634146341463414
Kenyon Martin,26,NJN,34.6,9.5,2.5,1.5,1.3,16.7,18.7,0.528,25.0,2004,14.8,0.573,1,0.0,0,0.7926829268292683
Jamal Mashburn,31,NOH,38.4,6.2,2.5,0.7,0.3,20.8,14.7,0.457,29.4,2004,9.7,0.5,1,0.0,0,0.23170731707317074
Marcus Camby,29,DEN,30.0,10.1,1.8,1.2,2.6,8.6,17.8,0.511,14.3,2004,15.7,0.524,1,0.0,0,0.8780487804878049
P.J. Brown,34,NOH,34.4,8.6,1.9,1.0,0.9,10.5,15.7,0.527,14.8,2004,12.4,0.5,1,0.0,0,0.975609756097561
Stephon Marbury,25,PHO,40.0,3.2,8.1,1.3,0.2,22.3,20.1,0.52,27.7,2003,12.8,0.537,1,0.0,0,0.9878048780487805
Tony Parker,20,SAS,33.8,2.6,5.3,0.9,0.0,15.5,16.5,0.542,22.9,2003,8.8,0.732,1,0.0,0,1.0
Wesley Person,31,MEM,29.4,2.9,1.7,0.6,0.3,11.0,13.5,0.565,16.2,2003,5.499999999999999,0.341,0,0.0,0,0.8048780487804879
Morris Peterson,25,TOR,36.0,4.4,2.3,1.1,0.4,14.1,12.6,0.488,20.3,2003,8.200000000000001,0.293,0,0.0,0,1.0
Scottie Pippen,37,POR,29.9,4.3,4.5,1.6,0.4,10.8,15.3,0.52,20.0,2003,10.8,0.61,1,0.0,0,0.7804878048780488
Vladimir Radmanovic,22,SEA,26.5,4.5,1.3,0.9,0.3,10.1,13.0,0.508,20.0,2003,7.0,0.488,0,0.0,0,0.8780487804878049
Theo Ratliff,29,ATL,31.1,7.5,0.9,0.7,3.2,8.7,13.8,0.512,15.0,2003,12.3,0.42700000000000005,0,0.0,0,0.9878048780487805
Michael Redd,23,MIL,28.2,4.5,1.4,1.2,0.2,15.1,21.0,0.59,22.6,2003,7.300000000000001,0.512,1,0.0,0,1.0
Jason Richardson,22,GSW,32.9,4.6,3.0,1.1,0.3,15.6,14.8,0.501,23.0,2003,9.0,0.46299999999999997,0,0.0,0,1.0
Clifford Robinson,36,DET,34.9,3.9,3.3,1.1,1.1,12.2,12.4,0.47700000000000004,20.4,2003,9.399999999999999,0.61,1,0.0,0,0.9878048780487805
David Robinson,37,SAS,26.2,7.9,1.0,0.8,1.7,8.5,17.8,0.531,16.5,2003,11.4,0.732,1,0.0,0,0.7804878048780488
Glenn Robinson,30,ATL,37.6,6.6,3.0,1.3,0.4,20.8,16.7,0.519,28.8,2003,11.3,0.42700000000000005,0,0.0,0,0.8414634146341463
Jalen Rose,30,CHI,40.9,4.3,4.8,0.9,0.3,22.1,14.9,0.508,27.4,2003,10.3,0.366,0,0.0,0,1.0
Eric Snow,29,PHI,37.9,3.7,6.6,1.6,0.1,12.9,15.6,0.546,16.8,2003,12.0,0.585,1,0.0,0,1.0
Latrell Sprewell,32,NYK,38.6,3.9,4.5,1.4,0.3,16.4,14.3,0.49700000000000005,22.6,2003,10.100000000000001,0.451,0,0.0,0,0.9024390243902439
Jerry Stackhouse,28,WAS,39.2,3.7,4.5,0.9,0.4,21.5,18.7,0.528,27.9,2003,9.5,0.451,0,0.0,0,0.8536585365853658
John Stockton,40,UTA,27.7,2.5,7.7,1.7,0.2,10.8,21.0,0.5770000000000001,19.2,2003,12.099999999999998,0.573,1,0.0,0,1.0
Anthony Peeler,33,MIN,27.4,2.9,3.0,0.9,0.2,7.7,11.0,0.499,14.4,2003,7.000000000000001,0.622,1,0.0,0,1.0
Michael Olowokandi,27,LAC,38.0,9.1,1.3,0.5,2.2,12.3,10.5,0.457,19.2,2003,13.100000000000001,0.32899999999999996,0,0.0,0,0.43902439024390244
Kwame Brown,21,WAS,30.3,7.4,1.5,0.9,0.7,10.9,15.7,0.547,17.3,2004,10.5,0.305,0,0.0,0,0.9024390243902439
Lamar Odom,23,LAC,34.3,6.7,3.6,0.9,0.8,14.6,14.6,0.519,22.3,2003,12.000000000000002,0.32899999999999996,0,0.0,0,0.5975609756097561
Shawn Marion,24,PHO,41.6,9.5,2.4,2.3,1.2,21.2,21.3,0.5379999999999999,23.3,2003,15.399999999999999,0.537,1,0.0,0,0.9878048780487805
Donyell Marshall,29,CHI,30.5,9.0,1.8,1.2,1.1,13.4,18.4,0.513,21.5,2003,13.1,0.366,0,0.0,0,0.9512195121951219
Kenyon Martin,25,NJN,34.1,8.3,2.4,1.3,0.9,16.7,16.9,0.511,24.8,2003,12.900000000000002,0.598,1,0.0,0,0.9390243902439024
Anthony Mason,36,MIL,32.6,6.4,3.2,0.5,0.2,7.2,11.3,0.524,11.5,2003,10.3,0.512,1,0.0,0,0.7926829268292683
Aaron McKie,30,PHI,29.7,4.4,3.5,1.6,0.1,9.0,13.7,0.49700000000000005,15.8,2003,9.6,0.585,1,0.0,0,0.975609756097561
Darius Miles,21,CLE,30.0,5.4,2.6,1.0,1.0,9.2,9.7,0.435,19.2,2003,10.0,0.207,0,0.0,0,0.8170731707317073
Andre Miller,26,LAC,36.4,4.0,6.7,1.2,0.1,13.6,15.2,0.495,20.3,2003,11.999999999999998,0.32899999999999996,0,0.0,0,0.975609756097561
Brad Miller,26,IND,31.1,8.3,2.6,0.9,0.6,13.1,19.3,0.579,18.7,2003,12.4,0.585,1,0.0,0,0.8902439024390244
Reggie Miller,37,IND,30.2,2.5,2.4,0.9,0.1,12.6,15.9,0.597,17.2,2003,5.9,0.585,1,0.0,0,0.8536585365853658
Yao Ming,22,HOU,29.0,8.2,1.7,0.4,1.8,13.5,20.6,0.57,22.1,2003,12.1,0.524,0,0.0,0,1.0
Cuttino Mobley,27,HOU,41.7,4.2,2.8,1.3,0.5,17.5,14.7,0.537,20.6,2003,8.8,0.524,0,0.0,0,0.8902439024390244
Troy Murphy,22,GSW,31.8,10.2,1.3,0.8,0.4,11.7,15.9,0.526,16.7,2003,12.700000000000001,0.46299999999999997,0,0.0,0,0.9634146341463414
Rasho Nesterovic,26,MIN,30.4,6.5,1.5,0.5,1.5,11.2,14.7,0.536,17.5,2003,10.0,0.622,1,0.0,0,0.9390243902439024
Ira Newble,28,ATL,26.5,3.7,1.4,0.7,0.4,7.7,11.7,0.557,13.7,2003,6.2,0.42700000000000005,0,0.0,0,0.8902439024390244
Jermaine O'Neal,24,IND,37.2,10.3,2.0,0.9,2.3,20.8,21.4,0.539,26.2,2003,15.5,0.585,1,0.0,0,0.9390243902439024
Peja Stojakovic,25,SAC,34.0,5.5,2.0,1.0,0.1,19.2,19.6,0.6,22.5,2003,8.6,0.72,1,0.0,0,0.8780487804878049
Amar'e Stoudemire,20,PHO,31.3,8.8,1.0,0.8,1.1,13.5,16.2,0.53,21.5,2003,11.700000000000001,0.537,1,0.0,0,1.0
Wally Szczerbiak,25,MIN,35.3,4.6,2.6,0.8,0.4,17.6,17.3,0.5670000000000001,22.0,2003,8.399999999999999,0.622,1,0.0,0,0.6341463414634146
Jason Terry,25,ATL,38.0,3.4,7.4,1.6,0.2,17.2,18.2,0.5489999999999999,22.6,2003,12.6,0.42700000000000005,0,0.0,0,0.9878048780487805
Lorenzen Wright,27,MEM,28.3,7.5,1.1,0.7,0.8,11.4,14.4,0.489,21.0,2003,10.1,0.341,0,0.0,0,0.8536585365853658
Ray Allen,28,SEA,38.4,5.1,4.8,1.3,0.2,23.0,21.7,0.5660000000000001,27.8,2004,11.399999999999999,0.451,0,0.0,0,0.6829268292682927
Rafer Alston,27,MIA,31.5,2.8,4.5,1.4,0.2,10.2,13.7,0.509,17.3,2004,8.899999999999999,0.512,1,0.0,0,1.0
Derek Anderson,29,POR,35.5,3.6,4.5,1.3,0.1,13.6,15.1,0.499,20.5,2004,9.5,0.5,0,0.0,0,0.6219512195121951
Gilbert Arenas,22,WAS,37.6,4.6,5.0,1.9,0.2,19.6,16.0,0.512,27.4,2004,11.7,0.305,0,0.0,0,0.6707317073170732
Darrell Armstrong,35,NOH,28.4,2.9,3.9,1.7,0.2,10.6,15.6,0.525,19.4,2004,8.7,0.5,1,0.0,0,0.9634146341463414
Carlos Arroyo,24,UTA,28.3,2.6,5.0,0.9,0.1,12.6,16.8,0.517,23.7,2004,8.6,0.512,0,0.0,0,0.8658536585365854
Brent Barry,32,SEA,30.6,3.5,5.8,1.4,0.3,10.8,18.3,0.6679999999999999,15.8,2004,11.000000000000002,0.451,0,0.0,0,0.7195121951219512
Mike Bibby,25,SAC,36.3,3.4,5.4,1.4,0.2,18.4,19.3,0.564,22.9,2004,10.4,0.6709999999999999,1,0.0,0,1.0
Chauncey Billups,27,DET,35.4,3.5,5.7,1.1,0.1,16.9,18.6,0.55,23.5,2004,10.399999999999999,0.659,1,0.0,0,0.9512195121951219
Mark Blount,28,BOS,29.3,7.2,0.9,1.0,1.3,10.3,16.0,0.601,16.1,2004,10.4,0.439,1,0.0,0,1.0
Carlos Boozer,22,CLE,34.6,11.4,2.0,1.0,0.7,15.5,20.8,0.5670000000000001,20.0,2004,15.1,0.42700000000000005,0,0.0,0,0.9146341463414634
Chris Bosh,19,TOR,33.5,7.4,1.0,0.8,1.4,11.5,15.1,0.513,18.3,2004,10.600000000000001,0.402,0,0.0,0,0.9146341463414634
Bruce Bowen,32,SAS,32.0,3.1,1.4,1.0,0.4,6.9,8.2,0.512,11.3,2004,5.9,0.695,1,0.0,0,1.0
Elton Brand,24,LAC,38.7,10.3,3.3,0.9,2.2,20.0,23.2,0.5670000000000001,23.4,2004,16.700000000000003,0.341,0,0.0,0,0.8414634146341463
Metta World Peace,23,IND,33.6,5.2,2.9,2.3,0.7,15.5,17.6,0.529,22.5,2003,11.099999999999998,0.585,1,0.0,0,0.8414634146341463
Corliss Williamson,29,DET,25.1,4.4,1.3,0.5,0.3,12.0,15.7,0.515,25.3,2003,6.5,0.61,1,0.0,0,1.0
Jerome Williams,29,TOR,33.0,9.2,1.3,1.6,0.4,9.7,15.6,0.525,14.7,2003,12.5,0.293,0,0.0,0,0.8658536585365854
Antoine Walker,26,BOS,41.5,7.2,4.8,1.5,0.4,20.1,14.6,0.467,27.9,2003,13.9,0.537,1,0.0,0,0.9512195121951219
Kurt Thomas,30,NYK,31.8,7.9,2.0,1.0,1.2,14.0,16.7,0.511,22.4,2003,12.1,0.451,0,0.0,0,0.9878048780487805
Tim Thomas,25,MIL,29.5,4.9,1.3,0.9,0.6,13.3,14.3,0.527,22.6,2003,7.7,0.512,1,0.0,0,0.975609756097561
Jamaal Tinsley,24,IND,30.6,3.6,7.5,1.7,0.2,7.8,13.4,0.46799999999999997,16.1,2003,12.999999999999998,0.585,1,0.0,0,0.8902439024390244
Nick Van Exel,31,DAL,27.8,2.8,4.3,0.6,0.1,12.5,15.6,0.51,22.8,2003,7.799999999999999,0.732,1,0.0,0,0.8902439024390244
Keith Van Horn,27,PHI,31.6,7.1,1.3,0.9,0.4,15.9,17.3,0.556,23.2,2003,9.700000000000001,0.585,1,0.0,0,0.9024390243902439
Dajuan Wagner,19,CLE,29.5,1.7,2.8,0.8,0.1,13.4,10.9,0.466,23.8,2003,5.3999999999999995,0.207,0,0.0,0,0.573170731707317
Rasheed Wallace,28,POR,36.3,7.4,2.1,0.9,1.0,18.1,18.5,0.552,23.3,2003,11.4,0.61,1,0.0,0,0.9024390243902439
Jay Williams,21,CHI,26.1,2.6,4.7,1.1,0.2,9.5,12.2,0.47200000000000003,21.0,2003,8.6,0.366,0,0.0,0,0.9146341463414634
Clarence Weatherspoon,32,NYK,25.6,7.6,0.9,0.9,0.5,6.6,14.5,0.522,12.8,2003,9.9,0.451,0,0.0,0,0.9634146341463414
Bonzi Wells,26,POR,31.9,5.3,3.3,1.6,0.2,15.2,15.7,0.505,25.9,2003,10.399999999999999,0.61,1,0.0,0,0.9146341463414634
David Wesley,32,NOH,37.1,2.4,3.4,1.5,0.1,16.7,15.1,0.5329999999999999,21.4,2003,7.3999999999999995,0.573,1,0.0,0,0.8902439024390244
Alvin Williams,28,TOR,33.8,3.1,5.3,1.4,0.3,13.2,16.7,0.508,19.7,2003,10.100000000000001,0.293,0,0.0,0,0.9512195121951219
Eric Williams,30,BOS,28.7,4.7,1.7,1.0,0.2,9.1,13.1,0.5379999999999999,15.6,2003,7.6000000000000005,0.537,1,0.0,0,1.0
Jason Williams,27,MEM,31.7,2.8,8.3,1.2,0.1,12.1,17.1,0.501,20.3,2003,12.4,0.341,0,0.0,0,0.926829268292683
Trenton Hassell,22,CHI,28.7,3.3,2.2,0.7,0.6,8.7,10.4,0.502,16.0,2002,6.8,0.256,0,0.0,0,0.9512195121951219
Al Harrington,21,IND,29.8,6.3,1.2,0.9,0.5,13.1,14.3,0.526,21.6,2002,8.9,0.512,1,0.0,0,0.5365853658536586
Matt Harpring,25,PHI,31.4,7.1,1.3,0.9,0.1,11.8,14.1,0.512,19.1,2002,9.4,0.524,1,0.0,0,0.9878048780487805
Isaiah Rider,28,ATL,34.7,4.3,3.7,0.7,0.1,19.3,15.7,0.488,28.8,2000,8.799999999999999,0.341,0,0.0,0,0.7317073170731707
Clifford Robinson,33,PHO,35.5,4.5,2.8,1.1,0.8,18.5,17.3,0.564,22.9,2000,9.200000000000001,0.6459999999999999,1,0.0,0,0.975609756097561
David Robinson,34,SAS,32.0,9.6,1.8,1.2,2.3,17.8,24.6,0.568,25.6,2000,14.899999999999999,0.6459999999999999,1,0.0,0,0.975609756097561
Glenn Robinson,27,MIL,35.9,6.0,2.4,1.0,0.5,20.9,17.8,0.534,27.6,2000,9.9,0.512,1,0.0,0,0.9878048780487805
Dennis Rodman,38,DAL,32.4,14.3,1.2,0.2,0.1,2.8,8.4,0.457,6.4,2000,15.799999999999999,0.488,0,0.0,0,0.14634146341463414
Rodney Rogers,28,PHO,27.9,5.5,2.1,1.1,0.6,13.8,17.1,0.57,22.2,2000,9.299999999999999,0.6459999999999999,1,0.0,0,1.0
Bryon Russell,29,UTA,35.4,5.2,1.9,1.6,0.3,14.1,15.1,0.55,18.4,2000,9.0,0.6709999999999999,1,0.0,0,1.0
Arvydas Sabonis,35,POR,25.6,7.8,1.8,0.7,1.2,11.8,20.3,0.568,21.4,2000,11.499999999999998,0.72,1,0.0,0,0.8048780487804879
Malik Sealy,29,MIN,29.2,4.3,2.4,0.9,0.2,11.3,14.4,0.53,18.6,2000,7.8,0.61,1,0.0,0,1.0
Joe Smith,24,MIN,25.3,6.2,1.1,0.6,1.1,9.9,14.4,0.525,19.5,2000,9.0,0.61,1,0.0,0,0.9512195121951219
Steve Smith,30,POR,32.8,3.8,2.5,0.9,0.4,14.9,17.3,0.584,20.0,2000,7.6000000000000005,0.72,1,0.0,0,1.0
Eric Snow,26,PHI,35.0,3.2,7.6,1.7,0.1,7.9,12.8,0.48200000000000004,12.8,2000,12.6,0.598,1,0.0,0,1.0
Latrell Sprewell,29,NYK,40.0,4.3,4.0,1.3,0.3,18.6,15.7,0.515,24.7,2000,9.900000000000002,0.61,1,0.0,0,1.0
Jerry Stackhouse,25,DET,38.4,3.8,4.5,1.3,0.4,23.6,18.9,0.545,29.2,2000,10.000000000000002,0.512,1,0.0,0,1.0
John Stockton,37,UTA,29.7,2.6,8.6,1.7,0.2,12.1,22.4,0.591,19.3,2000,13.099999999999998,0.6709999999999999,1,0.0,0,1.0
Damon Stoudamire,26,POR,30.4,3.1,5.2,1.0,0.0,12.5,15.5,0.508,21.5,2000,9.3,0.72,1,0.0,0,0.9512195121951219
Ryan Robertson,23,SAC,25.0,0.0,0.0,0.0,0.0,5.0,2.6,0.38799999999999996,10.7,2000,0.0,0.537,1,0.0,0,0.012195121951219513
Mitch Richmond,34,WAS,32.4,2.9,2.5,1.5,0.2,17.4,16.5,0.536,25.0,2000,7.1000000000000005,0.354,0,0.0,0,0.9024390243902439
Dikembe Mutombo,33,ATL,36.4,14.1,1.3,0.3,3.3,11.5,19.4,0.621,13.8,2000,19.0,0.341,0,0.0,0,1.0
Glen Rice,32,LAL,31.6,4.1,2.2,0.6,0.2,15.9,16.2,0.551,22.0,2000,7.1,0.8170000000000001,1,0.0,0,0.975609756097561
Tyrone Nesby,24,LAC,31.7,3.8,1.7,1.0,0.4,13.3,12.6,0.48700000000000004,21.1,2000,6.9,0.183,0,0.0,0,0.8902439024390244
Dirk Nowitzki,21,DAL,35.8,6.5,2.5,0.8,0.8,17.5,17.5,0.564,21.2,2000,10.600000000000001,0.488,0,0.0,0,1.0
Charles Oakley,36,TOR,30.4,6.8,3.2,1.3,0.6,6.9,10.1,0.45899999999999996,13.7,2000,11.9,0.5489999999999999,1,0.0,0,0.975609756097561
Lamar Odom,20,LAC,36.4,7.8,4.2,1.2,1.3,16.6,16.8,0.521,23.5,2000,14.5,0.183,0,0.0,0,0.926829268292683
Michael Olowokandi,24,LAC,31.2,8.2,0.5,0.4,1.8,9.8,10.4,0.467,18.1,2000,10.9,0.183,0,0.0,0,0.975609756097561
Bo Outlaw,28,ORL,28.4,6.4,3.0,1.4,1.8,6.0,15.3,0.597,9.8,2000,12.600000000000001,0.5,0,0.0,0,1.0
Ruben Patterson,24,SEA,25.9,5.4,1.6,1.2,0.5,11.6,18.8,0.5870000000000001,19.9,2000,8.7,0.5489999999999999,1,0.0,0,0.9878048780487805
Anthony Peeler,30,MIN,25.3,2.8,2.4,0.8,0.1,9.8,13.2,0.52,18.7,2000,6.099999999999999,0.61,1,0.0,0,1.0
Wesley Person,28,CLE,26.0,3.4,1.8,0.5,0.2,9.2,12.0,0.528,15.8,2000,5.9,0.39,0,0.0,0,0.9634146341463414
Bobby Phills,30,CHH,29.5,2.5,2.8,1.5,0.3,13.6,14.6,0.524,22.4,2000,7.1,0.598,1,0.0,0,0.34146341463414637
Paul Pierce,22,BOS,35.4,5.4,3.0,2.1,0.8,19.5,19.8,0.55,24.8,2000,11.3,0.42700000000000005,0,0.0,0,0.8902439024390244
Scottie Pippen,34,POR,33.5,6.3,5.0,1.4,0.5,12.5,16.4,0.5329999999999999,19.6,2000,13.200000000000001,0.72,1,0.0,0,1.0
James Posey,23,DEN,25.3,3.9,1.8,1.2,0.4,8.2,13.0,0.55,14.8,2000,7.300000000000001,0.42700000000000005,0,0.0,0,0.9878048780487805
Theo Ratliff,26,PHI,31.5,7.6,0.6,0.6,3.0,11.9,16.7,0.568,17.2,2000,11.799999999999999,0.598,1,0.0,0,0.6951219512195121
Bryant Reeves,26,VAN,25.7,5.7,1.2,0.5,0.6,8.9,10.6,0.48100000000000004,19.3,2000,8.0,0.268,0,0.0,0,0.8414634146341463
Erick Strickland,26,DAL,29.8,4.8,3.1,1.5,0.2,12.8,16.5,0.531,20.0,2000,9.6,0.488,0,0.0,0,0.8292682926829268
Rod Strickland,33,WAS,31.7,3.8,7.5,1.4,0.3,12.6,17.1,0.485,22.0,2000,13.000000000000002,0.354,0,0.0,0,0.8414634146341463
Bob Sura,26,CLE,30.4,3.9,3.9,1.2,0.3,13.8,15.6,0.545,21.1,2000,9.3,0.39,0,0.0,0,0.8902439024390244
Wally Szczerbiak,22,MIN,29.7,3.7,2.8,0.8,0.3,11.6,15.4,0.5710000000000001,17.1,2000,7.6,0.61,1,0.0,0,0.8902439024390244
