Player,Age,Tm,MP,TRB,AST,STL,BLK,PS/G,PER,TS%,USG%,Year,box,W/L%,playoffs,Share,got_votes,gp_pct
Danilo Gallinari,21,NYK,33.9,4.9,1.7,0.9,0.7,15.1,14.8,0.575,19.3,2010,8.200000000000001,0.354,0,0.0,0,0.9878048780487805
Channing Frye,26,PHO,27.0,5.3,1.4,0.8,0.9,11.2,15.0,0.598,16.7,2010,8.399999999999999,0.659,1,0.0,0,0.9878048780487805
T.J. Ford,26,IND,25.3,3.2,3.8,0.9,0.2,10.3,13.4,0.507,21.0,2010,8.1,0.39,0,0.0,0,0.573170731707317
Jonny Flynn,20,MIN,28.9,2.4,4.4,1.0,0.0,13.5,13.0,0.511,24.2,2010,7.800000000000001,0.183,0,0.0,0,0.9878048780487805
Derek Fisher,35,LAL,27.2,2.1,2.5,1.1,0.1,7.5,9.3,0.499,14.0,2010,5.799999999999999,0.695,1,0.0,0,1.0
Raymond Felton,25,CHA,33.0,3.6,5.6,1.5,0.3,12.1,15.2,0.525,19.2,2010,11.0,0.537,1,0.0,0,0.975609756097561
Kendrick Perkins,24,BOS,29.6,8.1,1.3,0.3,2.0,8.5,13.2,0.591,14.8,2009,11.700000000000001,0.7559999999999999,1,0.0,0,0.926829268292683
Tyreke Evans,20,SAC,37.2,5.3,5.8,1.5,0.4,20.1,18.2,0.529,26.2,2010,13.0,0.305,0,0.0,0,0.8780487804878049
Monta Ellis,24,GSW,41.4,4.0,5.3,2.2,0.4,25.5,16.7,0.517,29.5,2010,11.9,0.317,0,0.0,0,0.7804878048780488
James Posey,32,NOH,28.5,4.8,1.1,0.8,0.3,8.9,10.8,0.568,15.0,2009,7.0,0.598,1,0.0,0,0.9146341463414634
Tim Duncan,33,SAS,31.3,10.1,3.2,0.6,1.5,17.9,24.7,0.56,26.0,2010,15.4,0.61,1,0.0,0,0.9512195121951219
Chris Duhon,27,NYK,30.9,2.7,5.6,0.9,0.0,7.4,10.7,0.501,13.1,2010,9.200000000000001,0.354,0,0.0,0,0.8170731707317073
Chris Douglas-Roberts,23,NJN,25.8,3.0,1.4,0.8,0.3,9.8,11.5,0.512,19.6,2010,5.5,0.146,0,0.0,0,0.8170731707317073
George Hill,23,SAS,29.2,2.6,2.9,0.9,0.3,12.4,14.7,0.5720000000000001,19.0,2010,6.7,0.61,1,0.0,0,0.9512195121951219
Travis Outlaw,24,POR,27.7,4.1,1.0,0.6,0.7,12.8,15.1,0.541,22.0,2009,6.3999999999999995,0.659,1,0.0,0,0.9878048780487805
Luol Deng,24,CHI,37.9,7.3,2.0,0.9,0.9,17.6,16.1,0.531,21.9,2010,11.100000000000001,0.5,1,0.0,0,0.8536585365853658
Courtney Lee,24,NJN,33.5,3.5,1.7,1.3,0.3,12.5,12.8,0.525,17.7,2010,6.8,0.146,0,0.0,0,0.8658536585365854
Paul Millsap,24,UTA,27.8,6.8,1.6,0.8,1.2,11.6,16.7,0.573,18.7,2010,10.4,0.6459999999999999,1,0.0,0,1.0
Mike Miller,29,WAS,33.4,6.2,3.9,0.7,0.2,10.9,13.9,0.623,14.7,2010,10.999999999999998,0.317,0,0.0,0,0.6585365853658537
Andre Miller,33,POR,30.5,3.2,5.4,1.1,0.1,14.0,18.1,0.53,23.8,2010,9.8,0.61,1,0.0,0,1.0
Luc Mbah a Moute,23,MIL,25.6,5.5,1.1,0.8,0.5,6.2,11.8,0.53,12.1,2010,7.8999999999999995,0.561,1,0.0,0,0.8902439024390244
O.J. Mayo,22,MEM,38.0,3.8,3.0,1.2,0.2,17.5,14.6,0.551,20.7,2010,8.2,0.488,0,0.0,0,1.0
Kenyon Martin,32,DEN,34.2,9.4,1.9,1.2,1.1,11.5,13.4,0.48100000000000004,17.5,2010,13.6,0.6459999999999999,1,0.0,0,0.7073170731707317
Shawn Marion,31,DAL,31.8,6.4,1.4,0.9,0.8,12.0,14.7,0.535,18.1,2010,9.500000000000002,0.6709999999999999,1,0.0,0,0.9146341463414634
Corey Maggette,30,GSW,29.7,5.3,2.5,0.7,0.1,19.8,20.3,0.615,26.7,2010,8.6,0.317,0,0.0,0,0.8536585365853658
Jameer Nelson,26,ORL,31.2,3.5,5.4,1.2,0.1,16.7,20.6,0.612,23.2,2009,10.2,0.72,1,0.0,0,0.5121951219512195
Kevin Love,21,MIN,28.6,11.0,2.3,0.7,0.4,14.0,20.7,0.5489999999999999,22.4,2010,14.4,0.183,0,0.0,0,0.7317073170731707
Shaquille O'Neal,36,PHO,30.0,8.4,1.7,0.7,1.4,17.8,22.3,0.623,24.2,2009,12.2,0.561,0,0.0,0,0.9146341463414634
Brook Lopez,21,NJN,36.9,8.6,2.3,0.7,1.7,18.8,20.1,0.57,23.6,2010,13.299999999999997,0.146,0,0.0,0,1.0
Rashard Lewis,30,ORL,32.9,4.4,1.5,1.1,0.4,14.1,14.0,0.573,19.4,2010,7.4,0.72,1,0.0,0,0.8780487804878049
David Lee,26,NYK,37.3,11.7,3.6,1.0,0.5,20.2,22.2,0.584,23.8,2010,16.799999999999997,0.354,0,0.0,0,0.9878048780487805
Andrei Kirilenko,28,UTA,29.0,4.6,2.7,1.4,1.2,11.9,18.2,0.588,17.7,2010,9.899999999999999,0.6459999999999999,1,0.0,0,0.7073170731707317
Grant Hill,37,PHO,30.0,5.5,2.4,0.7,0.4,11.3,14.0,0.561,16.8,2010,9.0,0.659,1,0.0,0,0.9878048780487805
Jason Kidd,36,DAL,36.0,5.6,9.1,1.8,0.4,10.3,17.2,0.5770000000000001,14.5,2010,16.9,0.6709999999999999,1,0.0,0,0.975609756097561
Chris Kaman,27,LAC,34.3,9.3,1.6,0.5,1.2,18.5,16.5,0.527,27.1,2010,12.6,0.354,0,0.0,0,0.926829268292683
Yi Jianlian,22,NJN,31.8,7.2,0.9,0.7,1.0,12.0,12.3,0.48100000000000004,20.1,2010,9.799999999999999,0.146,0,0.0,0,0.6341463414634146
Jonas Jerebko,22,DET,27.9,6.0,0.7,1.0,0.4,9.3,13.9,0.545,15.7,2010,8.1,0.32899999999999996,0,0.0,0,0.975609756097561
Brandon Jennings,20,MIL,32.6,3.4,5.7,1.3,0.2,15.5,14.5,0.475,26.1,2010,10.6,0.561,1,0.0,0,1.0
Richard Jefferson,29,SAS,31.1,4.4,2.0,0.6,0.5,12.3,13.1,0.551,18.3,2010,7.5,0.61,1,0.0,0,0.9878048780487805
Al Jefferson,25,MIN,32.4,9.3,1.8,0.8,1.3,17.1,19.0,0.524,24.3,2010,13.200000000000003,0.183,0,0.0,0,0.926829268292683
Lamar Odom,29,LAL,29.7,8.2,2.6,1.0,1.3,11.3,16.6,0.542,18.1,2009,13.1,0.7929999999999999,1,0.0,0,0.9512195121951219
Jarrett Jack,26,TOR,27.4,2.7,5.0,0.7,0.1,11.4,16.3,0.599,19.1,2010,8.5,0.488,0,0.0,0,1.0
Emeka Okafor,26,CHA,32.8,10.1,0.6,0.6,1.7,13.2,18.0,0.581,18.9,2009,12.999999999999998,0.42700000000000005,0,0.0,0,1.0
Andre Iguodala,26,PHI,38.9,6.5,5.8,1.7,0.7,17.1,17.8,0.535,21.8,2010,14.7,0.32899999999999996,0,0.0,0,1.0
Mehmet Okur,29,UTA,33.5,7.7,1.7,0.8,0.7,17.0,17.5,0.5920000000000001,21.7,2009,10.9,0.585,1,0.0,0,0.8780487804878049
Al Horford,23,ATL,35.1,9.9,2.3,0.7,1.1,14.2,19.4,0.594,17.6,2010,13.999999999999998,0.6459999999999999,1,0.0,0,0.9878048780487805
Kirk Hinrich,29,CHI,33.5,3.5,4.5,1.1,0.3,10.9,11.6,0.501,16.6,2010,9.4,0.5,1,0.0,0,0.9024390243902439
Boris Diaw,27,CHA,35.4,5.2,4.0,0.7,0.7,11.3,12.8,0.552,16.2,2010,10.599999999999998,0.537,1,0.0,0,1.0
Carlos Delfino,27,MIL,30.4,5.3,2.7,1.1,0.3,11.0,12.9,0.526,18.0,2010,9.4,0.561,1,0.0,0,0.9146341463414634
Al Horford,24,ATL,35.1,9.3,3.5,0.8,1.0,15.3,20.7,0.5870000000000001,19.7,2011,14.600000000000001,0.537,1,0.0,0,0.9390243902439024
Earl Watson,29,OKC,26.1,2.7,5.8,0.7,0.2,6.6,9.5,0.44799999999999995,16.3,2009,9.399999999999999,0.28,0,0.0,0,0.8292682926829268
Luis Scola,28,HOU,30.3,8.8,1.5,0.8,0.1,12.7,17.0,0.5720000000000001,19.3,2009,11.200000000000001,0.6459999999999999,1,0.0,0,1.0
Ramon Sessions,22,MIL,27.5,3.4,5.7,1.1,0.1,12.4,17.6,0.525,22.4,2009,10.299999999999999,0.415,0,0.0,0,0.9634146341463414
Ray Allen,34,BOS,35.2,3.2,2.6,0.8,0.3,16.3,15.2,0.601,20.2,2010,6.9,0.61,1,0.0,0,0.975609756097561
LaMarcus Aldridge,24,POR,37.5,8.0,2.1,0.9,0.6,17.9,18.2,0.535,22.9,2010,11.6,0.61,1,0.0,0,0.9512195121951219
Arron Afflalo,24,DEN,27.1,3.1,1.7,0.6,0.4,8.8,10.9,0.5760000000000001,14.0,2010,5.8,0.6459999999999999,1,0.0,0,1.0
Thaddeus Young,20,PHI,34.4,5.0,1.1,1.3,0.3,15.3,15.3,0.5489999999999999,20.5,2009,7.699999999999999,0.5,1,0.0,0,0.9146341463414634
J.R. Smith,23,DEN,27.7,3.7,2.8,1.0,0.2,15.2,16.8,0.5760000000000001,24.2,2009,7.7,0.659,1,0.0,0,0.9878048780487805
Metta World Peace,29,HOU,35.5,5.2,3.3,1.5,0.3,17.1,15.6,0.512,24.5,2009,10.3,0.6459999999999999,1,0.0,0,0.8414634146341463
Mo Williams,26,CLE,35.0,3.4,4.1,0.9,0.1,17.8,17.2,0.588,23.4,2009,8.5,0.805,1,0.0,0,0.9878048780487805
Marvin Williams,22,ATL,34.3,6.3,1.3,0.9,0.6,13.9,16.0,0.569,18.2,2009,9.1,0.573,1,0.0,0,0.7439024390243902
Deron Williams,24,UTA,36.8,2.9,10.7,1.1,0.3,19.4,21.1,0.573,24.7,2009,15.0,0.585,1,0.0,0,0.8292682926829268
Russell Westbrook,20,OKC,32.5,4.9,5.3,1.3,0.2,15.3,15.2,0.489,25.8,2009,11.7,0.28,0,0.0,0,1.0
Delonte West,25,CLE,33.6,3.2,3.5,1.5,0.2,11.7,14.1,0.5589999999999999,16.7,2009,8.399999999999999,0.805,1,0.0,0,0.7804878048780488
David West,28,NOH,39.2,8.5,2.3,0.6,0.9,21.0,18.9,0.54,26.5,2009,12.3,0.598,1,0.0,0,0.926829268292683
Rasheed Wallace,34,DET,32.2,7.4,1.4,0.9,1.3,12.0,14.9,0.52,18.5,2009,11.000000000000002,0.47600000000000003,1,0.0,0,0.8048780487804879
Trevor Ariza,24,HOU,36.5,5.6,3.8,1.8,0.6,14.9,13.3,0.488,21.2,2010,11.799999999999999,0.512,0,0.0,0,0.8780487804878049
Gerald Wallace,26,CHA,37.6,7.8,2.7,1.7,0.9,16.6,18.6,0.585,20.5,2009,13.1,0.42700000000000005,0,0.0,0,0.8658536585365854
Josh Smith,23,ATL,35.1,7.2,2.4,1.4,1.6,15.6,17.2,0.5329999999999999,22.6,2009,12.6,0.573,1,0.0,0,0.8414634146341463
Charlie Villanueva,24,MIL,26.9,6.7,1.8,0.6,0.7,16.2,18.6,0.529,28.5,2009,9.799999999999999,0.415,0,0.0,0,0.9512195121951219
DeShawn Stevenson,27,WAS,27.7,2.4,3.1,0.7,0.1,6.6,6.9,0.41,14.9,2009,6.3,0.23199999999999998,0,0.0,0,0.3902439024390244
Anderson Varejao,26,CLE,28.5,7.2,1.0,0.9,0.8,8.6,14.6,0.565,14.2,2009,9.9,0.805,1,0.0,0,0.9878048780487805
Beno Udrih,26,SAC,31.1,3.0,4.7,1.1,0.2,11.0,12.3,0.525,18.2,2009,9.0,0.207,0,0.0,0,0.8902439024390244
Hedo Turkoglu,29,ORL,36.6,5.3,4.9,0.8,0.2,16.8,14.8,0.541,23.0,2009,11.2,0.72,1,0.0,0,0.9390243902439024
Al Thornton,25,LAC,37.4,5.2,1.5,0.8,0.9,16.8,12.6,0.502,22.6,2009,8.4,0.23199999999999998,0,0.0,0,0.8658536585365854
Jason Thompson,22,SAC,28.1,7.4,1.1,0.6,0.7,11.1,13.9,0.54,19.3,2009,9.799999999999999,0.207,0,0.0,0,1.0
Tyrus Thomas,22,CHI,27.5,6.4,1.0,1.2,1.9,10.8,15.9,0.525,19.4,2009,10.5,0.5,1,0.0,0,0.9634146341463414
Jason Terry,31,DAL,33.7,2.4,3.4,1.3,0.3,19.6,19.3,0.5710000000000001,25.5,2009,7.3999999999999995,0.61,1,0.0,0,0.9024390243902439
Sebastian Telfair,23,MIN,27.9,1.7,4.6,1.0,0.2,9.8,10.8,0.48100000000000004,19.6,2009,7.5,0.293,0,0.0,0,0.9146341463414634
Rodney Stuckey,22,DET,31.9,3.5,4.9,1.0,0.1,13.4,14.8,0.508,23.0,2009,9.5,0.47600000000000003,1,0.0,0,0.9634146341463414
Amar'e Stoudemire,26,PHO,36.8,8.1,2.0,0.9,1.1,21.4,20.3,0.617,24.2,2009,12.1,0.561,0,0.0,0,0.6463414634146342
Gilbert Arenas,28,WAS,36.5,4.2,7.2,1.3,0.3,22.6,18.7,0.511,31.9,2010,13.000000000000002,0.317,0,0.0,0,0.3902439024390244
Derrick Rose,20,CHI,37.0,3.9,6.3,0.8,0.2,16.8,16.0,0.516,22.6,2009,11.2,0.5,1,0.0,0,0.9878048780487805
Baron Davis,30,LAC,33.6,3.5,8.0,1.7,0.6,15.3,17.4,0.501,24.3,2010,13.799999999999999,0.354,0,0.0,0,0.9146341463414634
Rasual Butler,30,LAC,33.0,2.9,1.4,0.4,0.8,11.9,10.7,0.524,17.0,2010,5.5,0.354,0,0.0,0,1.0
Samuel Dalembert,28,PHI,25.9,9.6,0.8,0.5,1.8,8.1,16.8,0.573,15.1,2010,12.700000000000001,0.32899999999999996,0,0.0,0,1.0
Stephen Curry,21,GSW,36.2,4.5,5.9,1.9,0.2,17.5,16.3,0.568,21.8,2010,12.5,0.317,0,0.0,0,0.975609756097561
Jamal Crawford,29,ATL,31.1,2.5,3.0,0.8,0.2,18.0,18.4,0.573,25.8,2010,6.5,0.6459999999999999,1,0.0,0,0.9634146341463414
Mike Conley,22,MEM,32.1,2.4,5.3,1.4,0.2,12.0,13.9,0.526,18.4,2010,9.299999999999999,0.488,0,0.0,0,0.975609756097561
Tayshaun Prince,28,DET,37.3,5.8,3.1,0.5,0.6,14.2,15.0,0.516,19.2,2009,10.0,0.47600000000000003,1,0.0,0,1.0
Darren Collison,22,NOH,27.8,2.5,5.7,1.0,0.1,12.4,16.5,0.546,23.1,2010,9.299999999999999,0.451,0,0.0,0,0.926829268292683
Wilson Chandler,22,NYK,35.7,5.4,2.1,0.7,0.8,15.3,13.7,0.534,20.2,2010,9.0,0.354,0,0.0,0,0.7926829268292683
Omri Casspi,21,SAC,25.1,4.5,1.2,0.7,0.2,10.3,13.0,0.529,19.4,2010,6.6000000000000005,0.305,0,0.0,0,0.9390243902439024
Vince Carter,33,ORL,30.8,3.9,3.1,0.7,0.2,16.6,17.1,0.541,25.2,2010,7.9,0.72,1,0.0,0,0.9146341463414634
Jose Calderon,28,TOR,26.7,2.1,5.9,0.7,0.1,10.3,16.5,0.569,17.9,2010,8.799999999999999,0.488,0,0.0,0,0.8292682926829268
Will Bynum,27,DET,26.5,2.3,4.5,0.9,0.1,10.0,13.8,0.513,20.1,2010,7.8,0.32899999999999996,0,0.0,0,0.7682926829268293
Michael Redd,29,MIL,36.5,3.2,2.7,1.1,0.1,21.2,17.9,0.5660000000000001,25.0,2009,7.1,0.415,0,0.0,0,0.4024390243902439
Andrew Bynum,22,LAL,30.4,8.3,1.0,0.5,1.4,15.0,20.2,0.608,20.8,2010,11.200000000000001,0.695,1,0.0,0,0.7926829268292683
Quentin Richardson,28,NYK,26.3,4.4,1.6,0.7,0.1,10.2,11.6,0.51,18.2,2009,6.8,0.39,0,0.0,0,0.8780487804878049
Luke Ridnour,27,MIL,28.2,3.0,5.1,1.3,0.2,9.6,12.9,0.5,18.0,2009,9.6,0.415,0,0.0,0,0.8780487804878049
Kelenna Azubuike,26,GSW,25.7,4.6,1.1,0.6,1.0,13.9,19.8,0.623,19.9,2010,7.299999999999999,0.317,0,0.0,0,0.10975609756097561
Aaron Brooks,25,HOU,35.6,2.6,5.3,0.8,0.2,19.6,16.0,0.5489999999999999,25.7,2010,8.9,0.512,0,0.0,0,1.0
Nate Robinson,24,NYK,29.9,3.9,4.1,1.3,0.1,17.2,18.9,0.5489999999999999,25.6,2009,9.4,0.39,0,0.0,0,0.9024390243902439
Corey Brewer,23,MIN,30.3,3.4,2.4,1.4,0.4,13.0,12.1,0.502,21.5,2010,7.6,0.183,0,0.0,0,1.0
Elton Brand,30,PHI,30.2,6.1,1.4,1.1,1.1,13.1,15.7,0.518,21.7,2010,9.7,0.32899999999999996,0,0.0,0,0.926829268292683
Carlos Boozer,28,UTA,34.3,11.2,3.2,1.1,0.5,19.5,21.3,0.599,24.8,2010,15.999999999999998,0.6459999999999999,1,0.0,0,0.9512195121951219
Rajon Rondo,22,BOS,33.0,5.2,8.2,1.9,0.1,11.9,18.8,0.5429999999999999,19.2,2009,15.399999999999999,0.7559999999999999,1,0.0,0,0.975609756097561
Andrew Bogut,25,MIL,32.3,10.2,1.8,0.6,2.5,15.9,20.7,0.54,23.3,2010,15.1,0.561,1,0.0,0,0.8414634146341463
Andray Blatche,23,WAS,27.9,6.3,2.1,1.0,0.9,14.1,17.6,0.519,25.8,2010,10.3,0.317,0,0.0,0,0.9878048780487805
Mike Bibby,31,ATL,27.4,2.3,3.9,0.8,0.0,9.1,12.7,0.5379999999999999,16.1,2010,6.999999999999999,0.6459999999999999,1,0.0,0,0.975609756097561
Michael Beasley,21,MIA,29.8,6.4,1.3,1.0,0.6,14.8,16.1,0.505,25.8,2010,9.299999999999999,0.573,1,0.0,0,0.9512195121951219
Shane Battier,31,HOU,32.4,4.7,2.4,0.8,1.1,8.0,11.1,0.541,11.4,2010,9.0,0.512,0,0.0,0,0.8170731707317073
Earl Barron,28,NYK,33.1,11.0,1.1,0.6,0.6,11.7,14.7,0.508,17.9,2010,13.299999999999999,0.354,0,0.0,0,0.08536585365853659
Matt Barnes,29,ORL,25.9,5.5,1.7,0.7,0.4,8.8,13.6,0.5760000000000001,16.2,2010,8.3,0.72,1,0.0,0,0.9878048780487805
Andrea Bargnani,24,TOR,35.0,6.2,1.2,0.3,1.4,17.2,15.5,0.552,22.3,2010,9.1,0.488,0,0.0,0,0.975609756097561
Steve Nash,34,PHO,33.6,3.0,9.7,0.7,0.1,15.7,19.5,0.615,21.1,2009,13.499999999999998,0.561,0,0.0,0,0.9024390243902439
Anthony Morrow,24,GSW,29.2,3.8,1.5,0.9,0.2,13.0,14.0,0.597,17.8,2010,6.4,0.317,0,0.0,0,0.8414634146341463
Troy Murphy,29,IND,32.6,10.2,2.1,1.0,0.5,14.6,18.0,0.585,18.8,2010,13.799999999999999,0.39,0,0.0,0,0.8780487804878049
Tyson Chandler,28,DAL,27.8,9.4,0.4,0.5,1.1,10.1,18.4,0.6970000000000001,14.2,2011,11.4,0.695,1,0.0,0,0.9024390243902439
Tim Duncan,34,SAS,28.4,8.9,2.7,0.7,1.9,13.4,21.9,0.537,22.9,2011,14.200000000000001,0.7440000000000001,1,0.0,0,0.926829268292683
Jared Dudley,25,PHO,26.1,3.9,1.3,1.1,0.2,10.6,15.6,0.598,16.9,2011,6.500000000000001,0.488,0,0.0,0,1.0
Courtney Lee,23,ORL,25.2,2.3,1.2,1.0,0.2,8.4,10.7,0.556,15.5,2009,4.7,0.72,1,0.0,0,0.9390243902439024
Boris Diaw,28,CHA,33.9,5.0,4.1,0.9,0.6,11.3,13.9,0.5579999999999999,16.8,2011,10.6,0.415,0,0.0,0,1.0
DeMar DeRozan,21,TOR,34.8,3.8,1.8,1.0,0.4,17.2,14.5,0.53,23.2,2011,7.0,0.268,0,0.0,0,1.0
Luol Deng,25,CHI,39.1,5.8,2.8,1.0,0.6,17.4,15.5,0.5489999999999999,20.9,2011,10.2,0.7559999999999999,1,0.0,0,1.0
Carlos Delfino,28,MIL,32.4,4.1,2.3,1.6,0.2,11.5,13.1,0.517,17.7,2011,8.2,0.42700000000000005,0,0.0,0,0.5975609756097561
Glen Davis,25,BOS,29.5,5.4,1.2,1.0,0.4,11.7,12.8,0.499,20.9,2011,8.0,0.6829999999999999,1,0.0,0,0.9512195121951219
Stephen Curry,22,GSW,33.6,3.9,5.8,1.5,0.3,18.6,19.4,0.595,24.4,2011,11.5,0.439,0,0.0,0,0.9024390243902439
Jamal Crawford,30,ATL,30.2,1.7,3.2,0.8,0.2,14.2,14.2,0.545,23.4,2011,5.9,0.537,1,0.0,0,0.926829268292683
DeMarcus Cousins,20,SAC,28.5,8.6,2.5,1.0,0.8,14.1,14.6,0.484,27.2,2011,12.9,0.293,0,0.0,0,0.9878048780487805
Mike Conley,23,MEM,35.5,3.0,6.5,1.8,0.2,13.7,15.9,0.521,19.4,2011,11.5,0.561,1,0.0,0,0.9878048780487805
David Lee,25,NYK,34.9,11.7,2.1,1.0,0.3,16.0,19.0,0.59,19.2,2009,15.1,0.39,0,0.0,0,0.9878048780487805
Darren Collison,23,IND,29.9,2.8,5.1,1.1,0.2,13.2,15.6,0.534,21.9,2011,9.2,0.451,1,0.0,0,0.9634146341463414
Marcus Camby,36,POR,26.1,10.3,2.1,0.7,1.6,4.7,14.8,0.426,11.7,2011,14.7,0.585,1,0.0,0,0.7195121951219512
Andrei Kirilenko,27,UTA,27.3,4.8,2.6,1.2,1.1,11.6,16.8,0.5489999999999999,20.3,2009,9.7,0.585,1,0.0,0,0.8170731707317073
Jose Calderon,29,TOR,30.9,3.0,8.9,1.2,0.1,9.8,16.3,0.522,16.8,2011,13.2,0.268,0,0.0,0,0.8292682926829268
Rashard Lewis,29,ORL,36.2,5.7,2.6,1.0,0.6,17.7,16.8,0.58,22.0,2009,9.9,0.72,1,0.0,0,0.9634146341463414
Andrew Bynum,23,LAL,27.8,9.4,1.4,0.4,2.0,11.3,21.1,0.606,17.6,2011,13.200000000000001,0.695,1,0.0,0,0.6585365853658537
Caron Butler,30,DAL,29.9,4.1,1.6,1.0,0.3,15.0,14.2,0.523,25.1,2011,6.999999999999999,0.695,1,0.0,0,0.35365853658536583
Brook Lopez,20,NJN,30.5,8.1,1.0,0.5,1.8,13.0,17.9,0.568,20.3,2009,11.4,0.415,0,0.0,0,1.0
Kwame Brown,28,CHA,26.0,6.8,0.7,0.4,0.6,7.9,12.8,0.55,14.9,2011,8.5,0.415,0,0.0,0,0.8048780487804879
Elton Brand,31,PHI,34.7,8.3,1.5,1.1,1.3,15.0,18.5,0.5529999999999999,19.7,2011,12.200000000000001,0.5,1,0.0,0,0.9878048780487805
Chris Bosh,26,MIA,36.3,8.3,1.9,0.8,0.6,18.7,19.4,0.569,23.5,2011,11.600000000000001,0.7070000000000001,1,0.0,0,0.9390243902439024
Carlos Boozer,29,CHI,31.9,9.6,2.5,0.8,0.3,17.5,18.8,0.542,26.9,2011,13.200000000000001,0.7559999999999999,1,0.0,0,0.7195121951219512
Andrew Bogut,26,MIL,35.3,11.1,2.0,0.7,2.6,12.8,16.7,0.496,19.6,2011,16.4,0.42700000000000005,0,0.0,0,0.7926829268292683
Andray Blatche,24,WAS,33.9,8.2,2.3,1.5,0.8,16.8,16.9,0.49700000000000005,25.5,2011,12.8,0.28,0,0.0,0,0.7804878048780488
Raja Bell,34,UTA,30.8,2.6,1.7,0.8,0.2,8.0,8.2,0.528,12.6,2011,5.3,0.47600000000000003,0,0.0,0,0.8292682926829268
Michael Beasley,22,MIN,32.3,5.6,2.2,0.7,0.7,19.2,15.5,0.51,28.3,2011,9.2,0.207,0,0.0,0,0.8902439024390244
Kevin Love,20,MIN,25.3,9.1,1.0,0.4,0.6,11.1,18.3,0.5379999999999999,21.0,2009,11.1,0.293,0,0.0,0,0.9878048780487805
Mike Dunleavy,30,IND,27.6,4.5,1.7,0.7,0.5,11.2,14.6,0.593,16.9,2011,7.4,0.451,1,0.0,0,0.7439024390243902
Jason Kidd,35,DAL,35.6,6.2,8.7,2.0,0.5,9.0,16.9,0.55,13.5,2009,17.4,0.61,1,0.0,0,0.9878048780487805
Troy Murphy,28,IND,34.0,11.8,2.4,0.8,0.5,14.3,17.8,0.614,16.9,2009,15.500000000000002,0.439,0,0.0,0,0.8902439024390244
Joe Johnson,27,ATL,39.5,4.4,5.8,1.1,0.2,21.4,18.2,0.534,26.6,2009,11.499999999999998,0.573,1,0.0,0,0.9634146341463414
Jrue Holiday,20,PHI,35.4,4.0,6.5,1.5,0.4,14.0,15.4,0.525,20.8,2011,12.4,0.5,1,0.0,0,1.0
Grant Hill,38,PHO,30.1,4.2,2.5,0.8,0.4,13.2,14.7,0.563,20.1,2011,7.9,0.488,0,0.0,0,0.975609756097561
George Hill,24,SAS,28.3,2.6,2.5,0.9,0.3,11.6,14.6,0.588,18.2,2011,6.3,0.7440000000000001,1,0.0,0,0.926829268292683
Nene Hilario,28,DEN,30.5,7.6,2.0,1.1,1.0,14.5,20.4,0.657,18.8,2011,11.7,0.61,1,0.0,0,0.9146341463414634
J.J. Hickson,22,CLE,28.2,8.7,1.1,0.6,0.7,13.8,15.6,0.503,25.5,2011,11.099999999999998,0.23199999999999998,0,0.0,0,0.975609756097561
Roy Hibbert,24,IND,27.7,7.5,2.0,0.4,1.8,12.7,15.9,0.507,23.6,2011,11.700000000000001,0.451,1,0.0,0,0.9878048780487805
Stephen Jackson,30,GSW,39.6,5.1,6.5,1.5,0.5,20.7,16.1,0.53,25.2,2009,13.6,0.354,0,0.0,0,0.7195121951219512
Chuck Hayes,27,HOU,28.1,8.1,2.7,1.1,0.7,7.9,16.2,0.5539999999999999,13.0,2011,12.6,0.524,0,0.0,0,0.9024390243902439
Antawn Jamison,32,WAS,38.2,8.9,1.9,1.2,0.3,22.2,20.6,0.5489999999999999,25.9,2009,12.3,0.23199999999999998,0,0.0,0,0.9878048780487805
Al Jefferson,24,MIN,36.7,11.0,1.6,0.8,1.7,23.1,23.1,0.532,28.9,2009,15.1,0.293,0,0.0,0,0.6097560975609756
Udonis Haslem,30,MIA,26.5,8.2,0.5,0.5,0.2,8.0,12.7,0.5489999999999999,14.8,2011,9.399999999999999,0.7070000000000001,1,0.0,0,0.15853658536585366
James Harden,21,OKC,26.7,3.1,2.1,1.1,0.3,12.2,16.4,0.598,19.5,2011,6.6000000000000005,0.6709999999999999,1,0.0,0,1.0
Richard Hamilton,32,DET,27.2,2.3,3.1,0.7,0.1,14.1,15.8,0.52,26.0,2011,6.2,0.366,0,0.0,0,0.6707317073170732
Richard Jefferson,28,MIL,35.8,4.6,2.4,0.8,0.2,19.6,15.4,0.5539999999999999,24.6,2009,8.0,0.415,0,0.0,0,1.0
Danny Granger,27,IND,35.0,5.4,2.6,1.1,0.8,20.5,17.8,0.5539999999999999,26.7,2011,9.9,0.451,1,0.0,0,0.9634146341463414
Monta Ellis,25,GSW,40.3,3.5,5.6,2.1,0.3,24.1,18.6,0.536,28.1,2011,11.5,0.439,0,0.0,0,0.975609756097561
Eric Gordon,22,LAC,37.7,2.9,4.4,1.3,0.3,22.3,18.5,0.5660000000000001,26.5,2011,8.900000000000002,0.39,0,0.0,0,0.6829268292682927
Fred Jones,29,LAC,28.8,2.4,3.6,1.0,0.2,7.3,10.4,0.536,12.8,2009,7.2,0.23199999999999998,0,0.0,0,0.6341463414634146
Ben Gordon,27,DET,26.0,2.4,2.1,0.6,0.2,11.2,12.4,0.5479999999999999,21.5,2011,5.3,0.366,0,0.0,0,1.0
